nome,idade,time,posicao,partidas,minutos,gols,assistencias,chutes,passes_chave,dribles,faltas_sofridas,impedimentos,desarmes_sofridos,dominios_errados,desarmes,interceptacoes,faltas_cometidas,impedimentos_ganhos,afastadas_perigo,dribles_sofridos,Blocks,gols_contra,passes,perc_passes,cruzamentos,bolas_longas,enfiadas,nota
Geovane,23,Ceara,Midfielder,3,198,-,-,0.3,1,-,2.0,-,0.3,0.3,1,1,-,-,0.3,1,0.3,-,37.3,73.2,-,2.3,-,6.32
Geuvânio,29,Chapecoense AF,"AM(LR),FW",7(20),712,3,1,0.6,0.4,0.9,0.9,0.1,0.7,0.7,0.3,0.3,0.7,-,-,0.2,-,-,8.7,79.1,0.2,0.1,-,6.32
Bruno Cortez,35,Gremio,D(L),16(4),1452,-,-,0.2,0.5,0.4,0.8,-,0.5,0.8,1.5,0.6,1.3,-,1.3,0.8,0.1,1,30.2,85.4,0.2,0.6,-,6.32
Neilton,28,Sport Recife,"AM(CLR),FW",3(3),261,-,-,0.3,0.7,0.2,0.5,-,0.3,1.7,1.3,0.7,1.2,-,-,0.8,0.2,-,12.7,82.9,0.2,0.8,-,6.32
Alan Ruschel,32,America MG,"D(L),M(LR)",7(14),730,-,-,0.3,0.5,0.2,1.2,-,0.6,0.3,0.9,0.5,0.7,-,0.6,0.3,-,-,14.7,78.9,0.4,0.5,-,6.32
Raúl Bobadilla,34,Fluminense,"AM(R),FW",4(16),555,3,1,1.3,0.3,0.2,0.6,0.2,0.8,1.1,0.3,0.1,1.0,-,0.3,0.1,0.1,-,7.4,68.9,-,0.2,-,6.32
Leandrinho,23,Red Bull Bragantino,AM(L),1(3),113,-,-,0.8,0.3,1,0.5,-,0.5,0.8,0.3,-,0.5,-,-,-,-,-,6.8,66.7,0.3,0.5,-,6.32
Derlan,26,Chapecoense AF,D(C),13(2),1211,1,-,0.5,0.4,0.1,0.6,0.1,0.1,0.3,1.0,1,1.1,0.4,3.1,0.5,0.5,-,30.7,80.7,0.1,2.0,-,6.32
Matheus Galdezani,30,Bahia,M(C),2(9),314,-,-,0.6,0.5,0.5,0.8,-,0.3,0.4,0.5,0.8,1.0,-,0.2,0.7,0.2,-,21.9,86.7,0.6,1.5,-,6.32
Anderson Jordan,22,Chapecoense AF,D(C),14(1),1280,-,1,0.7,0.2,-,0.3,-,-,0.3,1.5,1.3,0.9,0.4,3.9,0.3,0.6,-,33.3,84.0,-,1.5,-,6.32
Rodolfo,29,America MG,"AM(R),FW",12(19),1336,1,1,1.2,0.7,0.4,0.9,0.4,0.5,1.4,0.5,0.2,0.6,-,0.4,0.4,-,-,9.3,72.3,0.1,0.2,-,6.32
Vitinho,22,Corinthians,AM(C),7(15),792,1,2,0.9,0.8,0.3,1.0,-,0.5,1.1,0.5,0.3,0.4,-,0.3,0.8,-,-,13.2,76.3,0.4,0.6,-,6.31
Marquinhos Alencar,18,Sao Paulo,Forward,5(16),684,-,1,0.8,0.4,0.6,0.8,-,0.4,1.1,0.7,-,0.9,-,0.2,0.2,-,-,9.6,76.6,0.3,0.2,-,6.31
Wagner,37,Juventude,AM(CLR),7(5),513,2,-,0.6,0.3,0.5,0.5,0.1,0.3,0.3,0.2,0.4,0.8,-,0.3,0.7,0.1,-,21.6,81.1,0.1,0.7,-,6.31
César Pinares,30,Gremio,AM(C),0(2),19,1,-,0.5,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,5.5,72.7,-,0.5,-,6.31
Pedro Bicalho,20,Palmeiras,Midfielder,0(3),38,-,-,-,-,0.3,0.3,-,-,-,1,0.7,0.7,-,0.7,0.7,-,-,3.7,72.7,-,0.3,-,6.31
Lucas Ribeiro,23,Internacional,D(C),6(1),424,-,-,0.1,-,-,0.6,-,-,0.1,1.4,1,2.3,0.4,2.9,0.3,0.4,-,34.9,88.5,-,4.4,-,6.31
Fabinho,22,Chapecoense AF,AM(L),4(6),370,-,-,1.1,0.5,0.9,0.5,-,0.4,0.8,0.5,0.5,0.3,-,0.1,0.6,-,-,10.9,81.7,0.3,0.3,-,6.31
Juninho,19,Athletico Paranaense,Midfielder,2(2),198,-,-,-,-,0.8,1.5,-,-,1.3,0.5,1.3,1.5,-,-,1,-,-,25.5,89.2,-,1.3,-,6.31
Charles,25,Ceara,DMC,0(6),111,-,-,-,-,0.2,0.8,-,-,0.2,1,0.2,0.7,-,0.5,-,-,-,12.0,75.0,-,1.0,-,6.31
Lima,22,Chapecoense AF,M(C),14(10),1498,-,2,0.6,0.8,0.2,0.6,-,0.8,1,1.1,0.5,0.8,-,0.6,1.2,0.3,-,24.0,78.5,0.6,0.7,-,6.3
Romarinho,28,Fortaleza,"AM(CLR),FW",9(22),1070,-,1,0.4,0.7,1,1.2,-,0.7,1.1,0.3,0.1,0.4,-,0.1,0.3,-,-,11.1,85.2,0.1,0.5,-,6.3
Ramon,24,America MG,DMC,5(5),489,-,-,0.2,0.6,0.3,1.1,-,0.5,1,0.5,1.1,0.6,0.1,0.4,0.5,-,-,25.5,86.3,0.1,2.1,-,6.3
Kayky,18,Fluminense,Forward,2(9),258,-,-,0.1,0.4,1,0.3,-,0.5,0.8,0.7,0.2,0.2,-,0.5,0.4,-,-,7.9,83.9,0.1,0.5,-,6.3
Marrony,23,Atletico MG,"AM(L),FW",2(5),241,-,1,0.4,0.3,0.4,0.6,0.1,0.1,1.3,0.6,0.4,0.7,-,0.6,0.1,-,-,10.0,80.0,-,0.1,-,6.3
Caio Vidal,21,Internacional,AM(R),11(9),947,1,-,1.2,0.3,0.8,2,0.1,1,1.2,0.7,0.2,0.7,-,0.2,0.3,-,-,10.1,75.2,0.1,0.3,0.1,6.3
Carlos Eduardo,30,Sport Recife,Goalkeeper,2,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.0,93.8,-,0.5,-,6.3
Robert Piris da Motta,27,Flamengo,DMC,1(4),132,-,-,0.2,0.2,0.2,0.4,-,0.2,-,0.6,1,0.4,-,0.4,-,0.2,-,16.4,93.9,-,0.8,-,6.29
Bruno Nazário,27,America MG,AM(CR),3(8),370,-,-,0.5,1,0.6,0.9,0.1,1,1.3,1,0.4,1.2,-,0.1,1,-,-,17.1,83.5,0.6,0.5,0.1,6.29
Antonio Galeano,22,Sao Paulo,Forward,6(6),660,-,-,0.6,0.3,0.2,1.8,0.3,0.2,0.9,0.9,0.5,1,-,0.8,0.3,-,-,21.0,79.0,0.2,0.4,-,6.29
Bruno Silva,22,Chapecoense AF,AM(LR),12(10),1099,-,1,1.3,0.6,0.7,0.8,0.4,0.4,1.6,0.8,0.5,0.9,-,0.2,0.5,-,-,6.2,67.2,0.1,0.4,-,6.29
Patric,33,Sport Recife,"D(LR),M(R)",0(5),109,-,1,-,0.2,0.2,0.2,-,0.2,0.4,0.4,0.6,0.2,-,0.4,0.2,0.2,-,16.8,77.4,0.4,1.4,-,6.29
Matheus Cadorini,19,Internacional,Forward,1(7),190,2,-,1.0,0.5,-,0.3,-,0.3,0.3,-,-,1.0,-,0.1,0.1,-,-,5.9,80.9,0.1,-,-,6.29
Chrigor,21,America MG,Forward,3(2),258,-,-,2.0,0.4,0.4,0.6,0.2,0.8,1.6,0.6,0.2,1.0,-,0.2,0.6,-,-,6.8,73.5,-,0.2,-,6.29
Jan Carlos Hurtado,22,Red Bull Bragantino,FW,3(10),311,1,1,0.8,0.5,0.5,0.4,0.1,0.8,1.2,0.4,0.1,0.8,-,0.2,0.2,-,-,5.2,76.5,-,-,-,6.29
Gabriel Veron,19,Palmeiras,AM(LR),4(10),472,1,1,0.4,0.7,0.5,0.5,0.1,0.6,1.6,1,0.3,1.0,-,0.2,0.4,-,-,11.1,78.7,0.1,0.2,-,6.29
Yony González,27,Ceara,"AM(LR),FW",2(12),400,2,-,0.9,0.2,0.4,0.7,0.2,0.6,1.2,0.2,0.1,1.1,-,0.4,0.2,0.1,-,4.9,73.9,-,-,-,6.28
Paolo Guerrero,38,Internacional,FW,1(8),219,1,-,1.0,0.2,0.1,0.4,-,0.4,1.3,-,-,1.3,-,0.6,0.2,0.1,-,8.6,75.3,-,-,-,6.28
Éder,35,Sao Paulo,"AM(CLR),FW",8(9),644,1,2,0.8,0.4,0.1,0.7,1,0.2,1.2,0.5,0.1,0.9,-,0.1,0.2,-,-,5.3,70.0,0.2,0.1,0.1,6.28
Darlan,23,Gremio,DMC,4(7),419,-,2,0.9,0.6,0.2,0.2,-,0.9,0.5,0.5,1,0.6,-,0.2,1.0,0.2,-,30.5,85.7,0.1,1.4,0.1,6.28
Thonny Anderson,24,Bahia,"AM(C),FW",5(7),463,-,1,0.7,0.4,0.7,0.5,-,1.1,1.8,0.7,0.2,1.3,-,0.8,0.8,0.2,-,13.3,76.3,-,0.4,-,6.28
Osman,29,Cuiaba,AM(LR),1(13),302,-,-,0.5,0.3,0.5,0.1,0.1,0.4,0.8,0.5,0.5,0.5,-,0.2,0.1,0.1,-,9.5,66.9,-,0.6,-,6.28
Gustavo Maia,21,Internacional,Forward,0(8),149,1,-,0.9,-,0.5,0.4,-,-,0.1,0.5,0.1,0.3,-,-,0.5,-,-,7.0,82.1,0.1,-,-,6.28
Pedro Naressi,24,Ceara,DMC,2(8),246,-,1,0.2,0.3,0.1,0.3,-,-,0.4,1,0.5,1.1,-,0.3,0.2,-,-,12.1,82.6,-,0.8,-,6.28
Yuri,27,Cuiaba,"D(C),DMC",8(13),860,-,-,0.3,0.2,0.2,0.5,-,0.1,0.4,0.4,0.8,1,-,0.5,0.9,0.1,-,27.0,88.5,-,1,-,6.28
Cristiano,22,Red Bull Bragantino,Midfielder,1(2),143,-,-,-,0.3,0.7,1,-,1,2.3,1.3,1.7,1.3,-,-,0.7,-,-,27.0,87.7,-,1.7,-,6.27
Paulo Victor,35,Gremio,GK,1,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,85.2,-,5,-,6.27
Vinicius Kauê,19,Athletico Paranaense,Defender,0(1),11,-,-,-,-,-,1,-,-,-,1,-,-,-,3,1,-,-,4.0,50.0,-,-,-,6.27
Santiago Tréllez,32,Sport Recife,"AM(R),FW",6(24),828,1,-,0.8,0.3,0.5,0.1,0.1,0.4,0.5,0.3,0.3,0.8,-,0.5,0.5,0.1,-,6.5,71.9,0.1,0.1,-,6.27
Felipe,31,Chapecoense AF,AM(CLR),3(7),375,-,-,0.5,0.3,0.9,0.5,-,0.3,0.5,0.3,0.1,0.3,-,0.3,0.6,0.3,-,16.2,80.9,0.2,0.8,-,6.27
Ângelo,17,Santos FC,Forward,5(14),576,-,-,0.4,0.3,1.5,0.5,0.1,0.6,1.7,0.4,0.1,0.5,-,-,0.4,-,-,7.4,73.6,0.1,0.1,-,6.27
Uillian Correia,32,Cuiaba,DMC,8(18),975,1,-,0.4,0.1,0.3,0.3,-,0.2,0.3,0.3,0.4,0.8,-,0.3,0.4,-,-,23.6,90.0,-,2.3,-,6.27
Márcio Azevedo,36,Athletico Paranaense,D(L),4(6),388,-,-,-,0.7,0.3,1.1,-,0.4,1.2,0.3,0.7,0.7,0.1,0.7,0.5,-,-,18.9,85.7,0.4,1.1,-,6.26
Rickson,24,Atletico GO,Midfielder,4(5),356,-,-,0.6,0.4,0.4,1,-,0.9,0.7,0.3,0.3,1.1,-,0.2,0.4,-,-,12.6,83.2,0.1,0.4,-,6.26
Leandro Barcia,29,Sport Recife,"AM(LR),FW",1(4),127,1,-,0.6,0.2,-,0.2,-,-,0.2,-,0.2,0.4,-,-,1.2,0.2,-,5.4,74.1,-,-,-,6.26
Anderson Conceicão,32,Cuiaba,D(C),3(8),384,-,-,0.2,-,0.1,0.1,0.1,-,0.1,0.8,1,0.7,0.4,1.9,0.1,0.3,-,26.1,84.7,-,1.8,-,6.26
Edson,23,Bahia,DMC,6(8),463,-,-,0.3,0.1,0.3,1,-,-,0.3,0.5,0.9,0.8,0.1,0.4,0.4,0.2,-,15.6,86.3,0.1,0.6,-,6.26
Neto,19,Atletico MG,Midfielder,0(4),48,1,-,0.3,-,0.3,-,-,0.5,0.3,0.3,0.3,1,-,0.5,-,-,-,6.5,92.3,-,0.3,-,6.26
Muriel,35,Fluminense,GK,2,180,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,-,-,-,16.0,81.3,-,1,-,6.26
Lucão,21,Atletico GO,Forward,4(21),606,2,1,0.7,0.2,0.1,0.3,0.1,0.3,0.8,0.2,-,1.1,-,0.2,0.2,-,-,4.4,66.1,-,-,-,6.26
Ivonei,19,Santos FC,Midfielder,1(4),141,-,-,0.6,0.2,0.4,0.4,-,0.2,0.8,0.2,0.6,-,0.2,0.2,0.4,-,-,20.2,89.1,-,1.4,-,6.26
Vinicius Balieiro,22,Santos FC,DMC,4(9),435,-,-,-,-,0.2,0.1,-,0.3,0.3,0.6,0.6,0.9,0.1,0.8,0.1,0.3,-,7.5,70.1,-,0.5,-,6.26
Henrique Almeida,30,Chapecoense AF,"AM(LR),FW",6(4),541,-,-,1.3,0.5,1.1,0.7,0.1,1,2.5,0.6,0.3,1.0,-,0.3,0.4,0.2,-,14.4,79.9,0.1,1,-,6.26
Luiz Henrique,23,Fortaleza,Midfielder,2(6),265,-,1,0.4,0.6,0.1,0.4,-,0.1,0.6,0.4,0.4,0.6,-,0.1,0.3,-,-,16.3,82.3,0.1,0.8,-,6.26
Jaderson,21,Athletico Paranaense,Midfielder,2(6),243,-,-,0.3,0.6,0.4,1.3,-,0.4,1.4,0.6,0.4,0.3,-,-,0.9,0.1,-,9.1,86.3,0.3,0.1,-,6.25
Pedro Perotti,24,Chapecoense AF,FW,7(19),983,3,-,1.0,0.4,0.3,1.1,0.2,1,1.4,0.4,0.1,0.9,-,0.3,0.5,0.1,-,9.1,70.8,-,0.2,-,6.25
Yan Sasse,24,America MG,AM(CLR),0(5),58,-,-,0.6,0.2,1.4,0.4,-,-,0.4,0.2,-,0.6,-,-,0.4,-,-,5.4,88.9,-,0.2,-,6.25
Jonas Toró,22,Atletico GO,AM(LR),1(13),301,1,-,0.6,0.1,0.6,0.1,0.1,0.1,0.9,0.4,0.3,0.3,-,0.3,0.4,-,-,9.0,78.6,0.1,0.1,-,6.25
Geovane,23,America MG,Midfielder,2(8),246,1,-,0.9,0.3,0.6,0.2,-,0.8,1.3,0.2,0.1,0.4,-,-,0.7,0.1,-,8.6,76.7,0.6,0.9,-,6.24
André,31,Sport Recife,FW,14(6),1371,2,-,1.4,0.5,0.6,1.4,0.3,0.9,2.7,0.3,0.4,1.2,0.1,0.7,0.9,0.1,-,18.3,77.0,-,0.3,-,6.24
Gabriel,23,Ceara,Midfielder,1(4),130,-,-,0.6,1.0,1.0,0.4,-,1.4,1.8,0.2,-,0.6,-,-,-,-,-,8.8,65.9,-,-,0.2,6.24
Rodriguinho,20,Chapecoense AF,Forward,4(7),417,1,-,1.3,0.1,0.6,0.9,0.5,0.7,1.8,0.5,0.1,1.2,-,0.3,1,0.2,-,8.9,70.4,-,0.1,-,6.24
Brian Montenegro,28,Atletico GO,FW,6(14),671,1,-,0.6,0.2,0.3,0.4,0.1,0.4,0.9,0.3,-,0.6,-,0.4,0.3,-,-,7.7,74.0,-,0.1,-,6.23
Camacho,32,Corinthians,DMC,1(1),78,-,-,-,-,-,-,-,1,1.5,2,2.5,2.0,-,-,0.5,-,-,19.0,76.3,-,3,-,6.23
Diego,26,America MG,D(R),6(3),504,-,-,0.2,0.1,0.1,1.6,0.1,0.6,0.4,0.4,1.4,1.2,0.1,0.8,0.9,0.1,-,26.3,73.4,0.2,0.9,-,6.23
Raul Gustavo,22,Corinthians,Defender,3,270,-,-,0.3,-,0.3,0.7,-,0.7,-,0.7,1,1.0,1.3,0.7,0.7,0.7,-,46.3,84.2,-,1.7,-,6.22
Gabriel Neves,24,Sao Paulo,Midfielder,2(10),394,-,-,0.1,0.5,0.2,0.2,-,0.3,0.3,1.1,0.4,0.5,0.1,0.5,0.8,0.1,-,26.8,85.0,-,1.7,-,6.22
Ángelo Henríquez,27,Fortaleza,FW,6(8),481,-,1,1.1,0.1,0.3,0.8,0.2,0.5,1.2,0.3,0.2,0.7,-,0.1,0.4,-,-,7.7,67.6,0.1,-,-,6.22
Abel Hernández,31,Fluminense,FW,6(17),766,3,-,1,0.2,0.1,0.3,-,0.1,0.8,0.2,-,0.7,-,0.3,0.2,-,-,6.7,64.7,-,-,-,6.22
Joao Rojas,32,Sao Paulo,AM(LR),5(9),553,-,-,0.4,0.4,0.5,1,-,0.6,1.6,0.4,0.3,0.8,-,0.1,0.2,-,-,10.0,77.9,0.2,0.3,-,6.22
Betinho,30,Sport Recife,DMC,1(3),148,-,-,0.5,0.3,0.3,1.3,-,-,1,1.8,0.5,1.3,-,0.3,0.5,-,-,22.0,77.3,-,1,-,6.22
Vitor Gabriel,22,Flamengo,Forward,4(3),351,-,1,1.3,0.6,0.3,1.3,0.1,0.9,1.4,-,0.1,0.6,-,0.4,0.1,-,-,6.4,55.6,-,-,-,6.22
Bruninho,21,Juventude,Midfielder,0(16),198,-,-,0.6,0.2,0.7,0.9,-,0.4,0.9,0.5,0.1,0.3,-,0.1,0.4,-,-,5.1,86.6,-,-,-,6.22
Carlos Eduardo,25,Athletico Paranaense,"AM(CLR),FW",11(11),1007,1,-,0.7,0.6,0.9,1.3,0.1,1.2,2.0,0.6,0.4,1.1,-,0.4,0.7,-,-,8.7,66.1,0.1,0.1,-,6.22
Manoel,32,Fluminense,D(C),8(4),716,1,-,0.3,-,0.1,0.3,-,-,0.4,0.7,0.7,0.6,0.2,2.8,0.3,0.3,1,31.7,89.5,0.1,2.3,-,6.22
Luan,29,Corinthians,"AM(CLR),FW",6(12),572,-,-,0.7,0.5,0.7,1.1,-,0.8,1.4,0.2,-,0.6,-,0.1,0.4,-,-,19.2,79.1,0.2,0.8,-,6.21
Werton,18,Flamengo,Forward,0(2),5,-,-,0.5,-,0.5,-,-,1,0.5,1.0,-,-,-,-,0.5,-,-,2.5,60.0,-,-,-,6.21
Guilherme Lopes,20,Red Bull Bragantino,Midfielder,1(3),132,-,-,-,0.3,-,1,-,0.3,0.5,1.0,1.3,0.5,-,0.5,1.5,0.3,-,15.5,75.8,0.3,0.3,-,6.21
Nicolás Hernández,24,Athletico Paranaense,D(C),9(2),715,-,-,0.1,0.1,-,0.3,-,-,0.6,1.3,1.2,1.5,0.4,1.1,0.2,0.5,-,35.6,85.2,-,2.7,-,6.21
Ronaldo Henrique,27,Sport Recife,DMC,4(7),384,-,-,0.2,0.2,0.3,0.7,-,0.1,0.4,0.7,0.7,1,-,0.5,0.8,0.1,1,25.2,89.9,-,1.7,-,6.21
Didi,30,Juventude,D(C),3(10),360,-,-,-,-,0.2,0.2,-,-,0.1,0.3,0.4,0.2,0.2,1.5,0.1,0.4,-,13.8,87.8,-,1.5,-,6.21
Fernando Canesin,30,Athletico Paranaense,AM(C),7(7),600,1,-,0.5,0.2,0.4,0.7,0.2,0.7,0.9,0.6,0.6,1,-,0.2,0.7,0.1,-,12.6,78.5,-,0.5,-,6.2
Osvaldo,34,Fortaleza,"AM(CLR),FW",2(10),294,-,-,0.8,0.3,0.8,0.5,0.1,0.2,0.7,0.4,-,0.3,-,0.4,0.5,-,-,9.3,82.1,0.1,0.4,-,6.2
Maycon Douglas,25,Bahia,Forward,4(17),582,1,1,0.9,0.1,0.8,0.4,0.2,0.3,1.3,0.4,0.1,0.9,-,-,0.4,-,-,6.5,75.0,0.1,0.1,-,6.2
Wellington,31,Fluminense,DMC,7(8),623,-,-,0.1,0.1,0.3,0.3,-,-,0.3,0.9,0.7,1.7,-,0.4,0.6,0.1,-,21.7,86.5,-,1.1,-,6.2
Douglas Borel,20,Bahia,Defender,0(1),27,-,-,-,-,-,2,-,-,3,-,1,1.0,-,-,-,-,-,12.0,100.0,-,-,-,6.2
Peglow,20,Internacional,Forward,0(1),9,-,-,-,1,1,-,-,-,1,-,-,1.0,-,-,1,-,-,11.0,81.8,-,1,-,6.2
Lázaro,20,Flamengo,Forward,1(6),141,-,-,0.3,0.4,0.3,0.1,-,0.6,0.6,0.7,-,0.4,-,0.1,0.3,0.1,-,10.9,86.8,0.1,0.3,-,6.2
Ricardinho,33,Juventude,M(CR),2(10),298,-,-,0.2,0.2,-,0.4,-,-,-,1.3,0.4,0.3,-,-,0.3,0.2,-,9.6,87.0,-,0.5,-,6.2
Rafael Bilu,22,Juventude,Forward,0(5),45,-,-,-,0.8,0.2,0.2,-,0.2,1.4,0.6,0.4,0.2,-,-,0.6,-,-,6.0,86.7,-,0.4,0.2,6.2
Juan Cuesta,20,Internacional,Midfielder,2(2),130,-,-,0.3,0.5,0.3,1,0.3,0.3,1.5,0.8,0.3,0.8,-,0.3,0.8,-,-,7.3,79.3,-,-,-,6.2
Boschilia,26,Internacional,AM(CLR),2(14),522,-,-,1,0.2,0.4,0.5,-,0.4,0.8,0.6,0.2,0.9,-,0.3,0.6,0.1,-,19.3,82.2,0.3,1,-,6.19
Cauê,19,Corinthians,Forward,0(1),9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.0,50.0,-,-,-,6.19
Anderson Jordan,22,Ceara,D(C),0(2),39,-,-,-,-,-,-,-,-,0.5,-,-,1,-,2.5,-,-,-,7.5,86.7,-,-,-,6.19
Óscar Ruiz,30,Bahia,Midfielder,4(15),485,-,-,0.6,0.2,0.6,0.4,0.1,0.2,0.9,0.2,0.3,0.3,-,0.2,0.1,-,-,5.5,76.2,0.1,0.1,-,6.19
Ricardinho,20,Gremio,FW,2(10),427,1,-,1.1,0.5,0.3,0.3,0.2,0.7,1.1,0.1,-,0.4,-,0.4,0.1,0.1,-,7.9,69.5,-,0.1,-,6.18
Vinícius Machado,22,Ceara,Goalkeeper,3(1),315,-,-,-,-,-,-,-,-,-,0.3,-,0.3,-,-,-,-,-,14.5,46.6,-,4.3,-,6.18
Thiago Neves,37,Sport Recife,"AM(CR),FW",9(5),804,1,-,1.2,0.8,0.5,1,0.1,0.6,1.7,0.2,0.4,0.7,-,0.1,0.2,-,-,21.7,85.9,0.6,1.3,0.1,6.18
Ronaldo,21,Bahia,Forward,1(15),348,-,-,0.4,-,0.6,0.3,-,0.6,1.4,0.8,0.1,0.9,-,0.3,0.3,-,-,5.4,70.1,0.1,-,-,6.18
Hugo Moura,24,Flamengo,DMC,0(5),102,-,-,0.2,0.2,-,0.2,-,0.2,0.4,1,0.4,1.6,0.2,0.4,0.6,0.2,-,13.2,80.3,-,0.8,-,6.18
Roberson,33,Juventude,FW,3(11),308,1,-,0.4,0.1,0.2,0.3,0.1,0.3,0.6,0.3,-,0.8,-,0.3,0.3,-,-,6.1,76.7,-,-,-,6.17
Rafael Elias,22,Cuiaba,FW,3(7),281,1,-,0.6,0.1,0.2,0.9,-,0.5,1.1,0.3,-,1.3,-,0.1,0.5,-,-,6.3,71.4,-,0.1,0.1,6.17
Ramiro,28,Corinthians,"D(R),M(CR)",2(4),228,-,-,0.8,0.5,-,0.7,0.3,0.5,1.3,0.2,0.5,1,-,0.2,0.3,-,-,21.8,78.6,0.2,-,-,6.17
Ezequiel,29,Chapecoense AF,D(R),6(8),633,-,-,0.1,0.5,0.4,0.5,-,0.1,0.1,0.6,0.5,0.5,-,1.1,0.2,0.2,-,21.2,80.5,0.6,0.9,-,6.17
Marquinho,19,Chapecoense AF,Midfielder,2(6),254,-,-,0.8,0.5,0.5,-,-,0.4,0.8,0.4,-,0.1,-,0.3,0.5,-,-,13.6,76.1,0.1,0.9,-,6.17
Matheus Martins,18,Fluminense,Forward,0(7),107,-,-,0.3,-,0.9,0.9,-,0.3,0.3,0.6,0.1,0.3,-,0.1,0.3,-,-,7.3,80.4,-,-,-,6.17
Marquinhos,25,Corinthians,AM(L),0(10),176,-,-,0.4,0.3,0.3,0.6,-,0.2,0.8,0.5,0.2,0.7,-,-,0.3,-,-,8.1,79.0,-,0.4,-,6.16
Ronei,24,Chapecoense AF,M(C),8(8),722,-,-,0.5,0.2,0.4,0.7,0.1,0.4,0.8,0.8,0.6,0.8,-,0.6,0.3,0.2,-,12.9,79.7,0.1,0.7,-,6.16
Dani Bolt,22,Fluminense,Defender,0(1),13,-,-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,-,6.0,50.0,-,-,-,6.16
João Victor,17,Ceara,Forward,0(1),14,-,-,1,-,1,-,-,2,1,-,-,-,-,-,1,-,-,6.0,66.7,-,-,-,6.16
Bueno,26,Atletico MG,Defender,1,69,-,-,-,-,-,2,-,-,-,-,1,-,-,2,-,-,-,65.0,83.1,-,1,-,6.16
Wellington Paulista,38,Fortaleza,"AM(R),FW",8(17),884,3,-,1,0.2,0.1,0.6,0.3,0.4,0.7,0.3,0.1,0.8,-,0.4,0.3,-,-,5.8,65.3,0.1,0.2,-,6.16
Shaylon,24,Sao Paulo,"D(R),M(CR)",1(4),128,-,-,0.6,-,0.4,-,-,-,0.4,0.6,0.2,1,-,0.2,0.4,-,-,13.2,84.8,0.2,1,-,6.16
Iago Maidana,26,Sport Recife,D(C),3(1),248,-,-,-,-,-,0.3,-,-,-,0.5,1,1,0.5,1.5,-,1.3,1,30.8,91.9,-,0.8,-,6.16
Bruno Marques,23,Santos FC,Forward,0(2),19,-,-,-,-,0.5,-,-,-,-,-,-,2,-,-,-,-,-,5.5,72.7,-,-,-,6.15
Daniel Cruz,21,Athletico Paranaense,Forward,0(1),11,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,6.15
Wálber,24,Cuiaba,Defender,0(1),5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,6.15
Diego Churín,32,Gremio,FW,0(6),117,-,-,0.5,0.7,-,0.2,-,0.2,0.5,0.5,-,1,-,0.3,-,-,-,7.2,72.1,-,-,-,6.15
Wendson,24,Ceara,Forward,0(6),28,1,-,0.3,-,-,-,0.3,-,0.5,0.2,0.2,-,-,-,0.2,-,-,1.3,87.5,-,-,-,6.15
Max,20,Flamengo,FW,0(6),51,-,-,0.2,0.3,0.8,-,-,0.2,0.3,0.2,-,0.3,-,-,0.2,-,-,8,87.5,-,0.2,-,6.15
Sávio,17,Atletico MG,Forward,1(4),57,-,-,0.2,0.2,0.4,0.8,-,0.2,0.4,0.4,0.2,0.2,-,-,0.2,-,-,4.6,69.6,-,-,-,6.15
Jefferson,25,Atletico GO,D(L),1(4),85,-,-,0.2,0.4,0.4,0.4,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.6,0.6,-,-,9.6,77.1,0.2,0.8,-,6.15
Carlos Alberto,19,America MG,Forward,2(6),207,1,-,0.5,0.1,0.5,0.6,0.9,0.8,0.9,0.1,0.3,0.6,-,-,0.1,-,-,3.3,84.6,-,-,-,6.14
Guilherme Santos,34,Juventude,"D(L),M(C)",2(1),113,-,1,-,0.3,-,0.7,-,-,0.3,-,0.3,-,-,-,-,-,-,14.0,85.7,0.3,-,-,6.14
Jobson,26,Santos FC,DMC,0(1),10,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,5.0,60.0,-,-,-,6.14
Cristiano,20,Sport Recife,Midfielder,1(8),163,-,-,0.7,0.2,0.3,0.4,-,0.4,1.1,0.3,0.2,1.1,-,0.1,0.7,-,-,5.1,65.2,0.2,-,-,6.14
Sabino,22,America MG,Defender,0(5),137,-,-,0.2,0.2,0.4,0.4,-,0.4,0.4,0.8,0.4,1,-,0.6,0.8,-,-,13.4,82.1,-,0.2,-,6.14
Marcelo Aparecido,36,America MG,Forward,4(16),382,-,-,0.5,0.3,0.1,0.1,0.1,0.1,0.4,0.5,0.3,0.4,-,0.2,0.2,-,-,8.1,78.3,0.3,0.4,-,6.14
